	shape	surface	color	target
6772	convex	smooth	red	poisonous
6773	convex	fibrous	white	edible
6774	flat	smooth	brown	poisonous
6775	convex	smooth	red	poisonous
6776	convex	smooth	brown	poisonous
6777	convex	smooth	brown	poisonous
6778	convex	smooth	brown	poisonous
6779	knobbed	scaly	brown	poisonous
6780	flat	smooth	brown	poisonous
6781	convex	scaly	red	poisonous
6782	flat	smooth	brown	poisonous
6783	flat	smooth	brown	poisonous
6784	convex	smooth	brown	poisonous
6785	convex	smooth	brown	poisonous
6786	convex	scaly	red	poisonous
6787	flat	smooth	red	poisonous
6788	flat	smooth	red	poisonous
6789	flat	scaly	brown	poisonous
6790	convex	smooth	red	poisonous
6791	flat	smooth	red	poisonous
6792	flat	scaly	red	poisonous
6793	flat	scaly	red	poisonous
6794	convex	scaly	red	poisonous
6795	flat	scaly	brown	poisonous
6796	flat	smooth	brown	poisonous
6797	flat	smooth	brown	poisonous
6798	knobbed	scaly	red	poisonous
6799	flat	smooth	red	poisonous
6800	convex	smooth	red	poisonous
6801	convex	scaly	red	poisonous
6802	flat	scaly	red	poisonous
6803	convex	scaly	red	poisonous
6804	flat	scaly	red	poisonous
6805	flat	scaly	brown	poisonous
6806	flat	scaly	red	poisonous
6807	convex	scaly	red	poisonous
6808	convex	smooth	red	poisonous
6809	flat	smooth	red	poisonous
6810	flat	smooth	red	poisonous
6811	convex	smooth	red	poisonous
6812	flat	smooth	red	poisonous
6813	flat	smooth	red	poisonous
6814	flat	smooth	brown	poisonous
6815	flat	scaly	red	poisonous
6816	flat	scaly	brown	poisonous
6817	knobbed	smooth	red	poisonous
6818	flat	smooth	brown	poisonous
6819	flat	scaly	brown	poisonous
6820	flat	smooth	red	poisonous
6821	flat	scaly	red	poisonous
6822	convex	smooth	brown	poisonous
6823	knobbed	scaly	brown	poisonous
6824	convex	scaly	red	poisonous
6825	convex	smooth	red	poisonous
6826	convex	smooth	gray	edible
6827	knobbed	scaly	brown	poisonous
6828	convex	smooth	brown	poisonous
6829	flat	smooth	brown	poisonous
6830	flat	smooth	brown	poisonous
6831	convex	smooth	red	poisonous
6832	flat	smooth	red	poisonous
6833	flat	scaly	red	poisonous
6834	flat	scaly	red	poisonous
6835	flat	smooth	brown	poisonous
6836	flat	smooth	red	poisonous
6837	convex	smooth	brown	poisonous
6838	flat	smooth	red	poisonous
6839	convex	smooth	red	poisonous
6840	flat	smooth	red	poisonous
6841	flat	scaly	red	poisonous
6842	knobbed	scaly	red	poisonous
6843	flat	smooth	brown	poisonous
6844	knobbed	scaly	red	poisonous
6845	flat	smooth	red	poisonous
6846	flat	scaly	red	poisonous
6847	flat	smooth	red	poisonous
6848	bell	smooth	brown	edible
6849	convex	smooth	brown	poisonous
6850	flat	scaly	red	poisonous
6851	flat	scaly	brown	poisonous
6852	flat	smooth	red	poisonous
6853	flat	scaly	brown	poisonous
6854	knobbed	scaly	brown	poisonous
6855	convex	smooth	red	poisonous
6856	flat	smooth	red	poisonous
6857	knobbed	scaly	brown	poisonous
6858	flat	smooth	red	poisonous
6859	knobbed	smooth	white	edible
6860	flat	scaly	brown	poisonous
6861	flat	scaly	brown	poisonous
6862	flat	scaly	brown	poisonous
6863	flat	smooth	brown	poisonous
6864	flat	smooth	brown	poisonous
6865	flat	scaly	red	poisonous
6866	convex	smooth	red	poisonous
6867	flat	scaly	brown	poisonous
6868	convex	smooth	brown	poisonous
6869	convex	smooth	red	poisonous
6870	convex	smooth	red	poisonous
6871	flat	scaly	red	poisonous
6872	convex	smooth	brown	poisonous
6873	convex	smooth	red	poisonous
6874	flat	smooth	brown	poisonous
6875	convex	smooth	brown	poisonous
6876	flat	scaly	red	poisonous
6877	convex	smooth	brown	poisonous
6878	flat	scaly	red	poisonous
6879	flat	smooth	red	poisonous
6880	flat	scaly	brown	poisonous
6881	flat	scaly	brown	poisonous
6882	convex	scaly	red	poisonous
6883	knobbed	fibrous	gray	edible
6884	convex	smooth	red	poisonous
6885	knobbed	scaly	brown	poisonous
6886	knobbed	scaly	brown	poisonous
6887	convex	scaly	red	poisonous
6888	flat	smooth	red	poisonous
6889	flat	smooth	brown	poisonous
6890	flat	smooth	red	poisonous
6891	convex	smooth	red	poisonous
6892	flat	smooth	brown	poisonous
6893	flat	scaly	red	poisonous
6894	convex	smooth	brown	poisonous
6895	convex	scaly	red	poisonous
6896	flat	smooth	red	poisonous
6897	convex	smooth	brown	poisonous
6898	flat	smooth	brown	poisonous
6899	convex	smooth	brown	edible
6900	knobbed	smooth	brown	poisonous
6901	flat	smooth	brown	poisonous
6902	knobbed	scaly	red	poisonous
6903	convex	scaly	cinnamon	edible
6904	bell	smooth	brown	edible
6905	knobbed	smooth	gray	edible
6906	convex	fibrous	gray	edible
6907	convex	smooth	brown	poisonous
6908	knobbed	scaly	red	poisonous
6909	convex	smooth	brown	edible
6910	knobbed	smooth	red	poisonous
6911	bell	scaly	yellow	poisonous
6912	convex	smooth	red	poisonous
6913	bell	smooth	gray	edible
6914	knobbed	scaly	red	poisonous
6915	knobbed	smooth	red	poisonous
6916	flat	smooth	red	poisonous
6917	flat	scaly	brown	poisonous
6918	flat	smooth	red	poisonous
6919	knobbed	fibrous	gray	edible
6920	knobbed	smooth	brown	poisonous
6921	knobbed	smooth	red	poisonous
6922	flat	smooth	red	poisonous
6923	bell	fibrous	gray	edible
6924	flat	scaly	brown	poisonous
6925	flat	smooth	brown	poisonous
6926	flat	smooth	brown	edible
6927	convex	scaly	pink	edible
6928	flat	smooth	brown	poisonous
6929	knobbed	scaly	red	poisonous
6930	flat	smooth	brown	poisonous
6931	bell	smooth	white	edible
6932	convex	scaly	red	poisonous
6933	flat	scaly	red	poisonous
6934	flat	smooth	red	poisonous
6935	knobbed	scaly	brown	poisonous
6936	convex	fibrous	white	edible
6937	bell	smooth	white	edible
6938	knobbed	smooth	red	poisonous
6939	flat	scaly	brown	poisonous
6940	flat	scaly	brown	edible
6941	knobbed	smooth	brown	poisonous
6942	knobbed	smooth	brown	poisonous
6943	flat	scaly	brown	poisonous
6944	flat	scaly	red	poisonous
6945	convex	smooth	red	poisonous
6946	knobbed	scaly	red	poisonous
6947	convex	smooth	brown	poisonous
6948	knobbed	smooth	red	poisonous
6949	knobbed	scaly	brown	poisonous
6950	flat	scaly	red	poisonous
6951	convex	fibrous	white	edible
6952	knobbed	smooth	brown	poisonous
6953	flat	smooth	brown	poisonous
6954	knobbed	smooth	red	poisonous
6955	knobbed	smooth	red	poisonous
6956	knobbed	scaly	brown	poisonous
6957	knobbed	fibrous	white	edible
6958	knobbed	smooth	brown	poisonous
6959	knobbed	scaly	brown	poisonous
6960	knobbed	smooth	brown	poisonous
6961	knobbed	smooth	red	poisonous
6962	convex	smooth	brown	poisonous
6963	convex	scaly	red	poisonous
6964	flat	smooth	red	poisonous
6965	knobbed	scaly	brown	poisonous
6966	bell	smooth	brown	edible
6967	flat	smooth	brown	poisonous
6968	knobbed	scaly	red	poisonous
6969	convex	smooth	brown	edible
6970	flat	smooth	brown	poisonous
6971	knobbed	smooth	brown	poisonous
6972	flat	scaly	brown	poisonous
6973	convex	smooth	brown	poisonous
6974	knobbed	fibrous	white	edible
6975	flat	scaly	red	poisonous
6976	convex	smooth	red	poisonous
6977	convex	smooth	brown	poisonous
6978	flat	smooth	brown	poisonous
6979	knobbed	smooth	brown	poisonous
6980	knobbed	smooth	red	poisonous
6981	knobbed	smooth	red	poisonous
6982	convex	smooth	red	poisonous
6983	bell	smooth	brown	edible
6984	knobbed	smooth	red	poisonous
6985	convex	smooth	brown	poisonous
6986	convex	scaly	red	poisonous
6987	flat	smooth	red	poisonous
6988	bell	smooth	brown	edible
6989	knobbed	smooth	gray	edible
6990	knobbed	scaly	red	poisonous
6991	knobbed	scaly	red	poisonous
6992	flat	smooth	red	poisonous
6993	knobbed	smooth	brown	edible
6994	flat	scaly	red	poisonous
6995	knobbed	scaly	red	poisonous
6996	knobbed	fibrous	white	edible
6997	convex	smooth	gray	edible
6998	knobbed	smooth	brown	edible
6999	knobbed	scaly	red	poisonous
7000	knobbed	scaly	brown	poisonous
7001	knobbed	smooth	red	poisonous
7002	convex	smooth	white	edible
7003	knobbed	smooth	white	edible
7004	knobbed	smooth	white	edible
7005	knobbed	smooth	red	poisonous
7006	convex	smooth	red	poisonous
7007	knobbed	smooth	gray	edible
7008	convex	fibrous	white	edible
7009	knobbed	scaly	red	poisonous
7010	bell	smooth	white	edible
7011	knobbed	smooth	red	poisonous
7012	flat	smooth	brown	poisonous
7013	flat	scaly	brown	poisonous
7014	knobbed	smooth	gray	edible
7015	convex	smooth	white	edible
7016	flat	scaly	red	poisonous
7017	convex	smooth	red	poisonous
7018	convex	fibrous	white	edible
7019	knobbed	fibrous	white	edible
7020	flat	smooth	red	poisonous
7021	flat	smooth	gray	edible
7022	knobbed	smooth	red	poisonous
7023	convex	smooth	brown	poisonous
7024	knobbed	smooth	brown	edible
7025	convex	smooth	brown	edible
7026	knobbed	scaly	red	poisonous
7027	convex	smooth	red	poisonous
7028	convex	smooth	brown	poisonous
7029	knobbed	smooth	red	poisonous
7030	convex	smooth	brown	poisonous
7031	knobbed	fibrous	white	edible
7032	knobbed	smooth	brown	edible
7033	knobbed	scaly	cinnamon	poisonous
7034	convex	fibrous	gray	edible
7035	convex	smooth	brown	edible
7036	convex	smooth	brown	edible
7037	knobbed	scaly	red	poisonous
7038	knobbed	fibrous	white	edible
7039	convex	fibrous	gray	edible
7040	flat	smooth	brown	edible
7041	knobbed	scaly	brown	poisonous
7042	knobbed	scaly	brown	poisonous
7043	flat	scaly	brown	poisonous
7044	flat	scaly	red	poisonous
7045	knobbed	fibrous	gray	edible
7046	flat	scaly	red	poisonous
7047	flat	scaly	brown	poisonous
7048	knobbed	smooth	red	poisonous
7049	knobbed	smooth	gray	edible
7050	bell	smooth	brown	edible
7051	knobbed	scaly	brown	poisonous
7052	convex	smooth	brown	poisonous
7053	bell	smooth	brown	edible
7054	knobbed	smooth	brown	poisonous
7055	knobbed	smooth	brown	poisonous
7056	knobbed	smooth	red	poisonous
7057	flat	smooth	red	poisonous
7058	convex	smooth	red	poisonous
7059	convex	smooth	red	poisonous
7060	convex	smooth	brown	poisonous
7061	knobbed	scaly	brown	poisonous
7062	convex	smooth	pink	edible
7063	flat	smooth	red	poisonous
7064	convex	scaly	brown	poisonous
7065	knobbed	smooth	brown	poisonous
7066	knobbed	smooth	gray	edible
7067	knobbed	smooth	brown	poisonous
7068	flat	scaly	brown	poisonous
7069	knobbed	smooth	brown	poisonous
7070	knobbed	scaly	red	poisonous
7071	flat	scaly	red	poisonous
7072	flat	smooth	cinnamon	edible
7073	flat	scaly	brown	poisonous
7074	knobbed	smooth	red	poisonous
7075	convex	smooth	red	poisonous
7076	flat	scaly	red	poisonous
7077	convex	smooth	brown	poisonous
7078	flat	smooth	brown	edible
7079	flat	smooth	red	poisonous
7080	convex	scaly	red	poisonous
7081	convex	scaly	red	poisonous
7082	convex	smooth	red	poisonous
7083	knobbed	smooth	red	poisonous
7084	convex	smooth	red	poisonous
7085	bell	fibrous	gray	edible
7086	knobbed	scaly	red	poisonous
7087	knobbed	smooth	red	poisonous
7088	knobbed	fibrous	gray	edible
7089	flat	smooth	brown	edible
7090	flat	scaly	brown	poisonous
7091	knobbed	smooth	red	poisonous
7092	flat	smooth	brown	poisonous
7093	knobbed	scaly	brown	poisonous
7094	knobbed	smooth	red	poisonous
7095	knobbed	scaly	brown	poisonous
7096	knobbed	scaly	brown	poisonous
7097	convex	fibrous	gray	edible
7098	knobbed	scaly	red	poisonous
7099	convex	scaly	cinnamon	poisonous
7100	knobbed	scaly	red	poisonous
7101	knobbed	scaly	red	poisonous
7102	bell	smooth	white	edible
7103	knobbed	smooth	brown	poisonous
7104	convex	smooth	red	poisonous
7105	flat	scaly	brown	poisonous
7106	flat	smooth	red	poisonous
7107	knobbed	scaly	red	poisonous
7108	knobbed	scaly	red	poisonous
7109	bell	fibrous	white	edible
7110	knobbed	scaly	brown	poisonous
7111	flat	scaly	red	poisonous
7112	knobbed	smooth	brown	poisonous
7113	knobbed	scaly	brown	poisonous
7114	convex	smooth	red	poisonous
7115	convex	scaly	gray	edible
7116	flat	smooth	brown	poisonous
7117	knobbed	scaly	red	poisonous
7118	knobbed	fibrous	white	edible
7119	convex	smooth	brown	poisonous
7120	knobbed	scaly	brown	poisonous
7121	convex	smooth	red	poisonous
7122	knobbed	smooth	white	edible
7123	flat	scaly	brown	poisonous
7124	knobbed	smooth	red	poisonous
7125	knobbed	smooth	red	poisonous
7126	flat	scaly	red	poisonous
7127	flat	smooth	brown	edible
7128	flat	scaly	brown	poisonous
7129	knobbed	scaly	red	poisonous
7130	knobbed	smooth	red	poisonous
7131	knobbed	smooth	red	poisonous
7132	bell	smooth	brown	edible
7133	knobbed	smooth	gray	edible
7134	convex	smooth	brown	edible
7135	convex	fibrous	gray	edible
7136	knobbed	smooth	red	poisonous
7137	flat	scaly	red	poisonous
7138	knobbed	smooth	brown	poisonous
7139	knobbed	smooth	brown	poisonous
7140	bell	smooth	white	edible
7141	flat	smooth	brown	poisonous
7142	bell	fibrous	gray	edible
7143	convex	smooth	brown	poisonous
7144	convex	scaly	red	poisonous
7145	flat	scaly	cinnamon	poisonous
7146	flat	smooth	brown	poisonous
7147	convex	scaly	red	poisonous
7148	flat	smooth	brown	poisonous
7149	flat	scaly	red	poisonous
7150	flat	smooth	red	poisonous
7151	convex	smooth	red	poisonous
7152	knobbed	smooth	gray	edible
7153	convex	smooth	red	poisonous
7154	knobbed	smooth	brown	poisonous
7155	knobbed	scaly	red	poisonous
7156	convex	smooth	brown	poisonous
7157	bell	smooth	gray	edible
7158	convex	smooth	brown	poisonous
7159	flat	smooth	red	poisonous
7160	knobbed	smooth	brown	poisonous
7161	bell	smooth	gray	edible
7162	convex	smooth	brown	poisonous
7163	flat	scaly	red	poisonous
7164	flat	smooth	red	poisonous
7165	flat	scaly	brown	poisonous
7166	bell	fibrous	gray	edible
7167	flat	smooth	red	poisonous
7168	knobbed	smooth	brown	poisonous
7169	knobbed	smooth	gray	edible
7170	knobbed	scaly	brown	poisonous
7171	convex	smooth	red	poisonous
7172	bell	smooth	brown	edible
7173	knobbed	scaly	brown	poisonous
7174	flat	scaly	brown	poisonous
7175	convex	smooth	brown	edible
7176	knobbed	smooth	brown	poisonous
7177	knobbed	smooth	brown	poisonous
7178	knobbed	smooth	brown	poisonous
7179	knobbed	smooth	brown	poisonous
7180	flat	scaly	cinnamon	edible
7181	flat	smooth	brown	edible
7182	bell	smooth	white	edible
7183	knobbed	smooth	red	poisonous
7184	bell	smooth	gray	edible
7185	knobbed	scaly	red	poisonous
7186	knobbed	scaly	brown	poisonous
7187	convex	smooth	brown	edible
7188	convex	smooth	red	poisonous
7189	convex	smooth	brown	poisonous
7190	flat	smooth	red	poisonous
7191	flat	scaly	red	poisonous
7192	convex	scaly	red	poisonous
7193	knobbed	smooth	red	poisonous
7194	knobbed	scaly	brown	edible
7195	flat	smooth	red	poisonous
7196	knobbed	smooth	brown	poisonous
7197	flat	scaly	brown	poisonous
7198	flat	smooth	red	poisonous
7199	knobbed	fibrous	gray	edible
7200	knobbed	smooth	brown	poisonous
7201	bell	fibrous	white	edible
7202	knobbed	smooth	red	poisonous
7203	convex	smooth	gray	edible
7204	knobbed	smooth	brown	edible
7205	knobbed	smooth	red	poisonous
7206	knobbed	scaly	brown	poisonous
7207	knobbed	fibrous	gray	edible
7208	convex	smooth	brown	poisonous
7209	knobbed	scaly	brown	poisonous
7210	convex	fibrous	white	edible
7211	knobbed	scaly	red	poisonous
7212	knobbed	smooth	red	poisonous
7213	knobbed	smooth	red	poisonous
7214	knobbed	scaly	red	poisonous
7215	knobbed	scaly	brown	poisonous
7216	knobbed	smooth	gray	edible
7217	knobbed	scaly	brown	poisonous
7218	knobbed	smooth	red	poisonous
7219	convex	smooth	gray	edible
7220	flat	smooth	brown	edible
7221	knobbed	smooth	gray	edible
7222	convex	smooth	red	poisonous
7223	knobbed	smooth	brown	poisonous
7224	knobbed	smooth	brown	poisonous
7225	convex	smooth	gray	edible
7226	knobbed	scaly	red	poisonous
7227	flat	smooth	brown	edible
7228	knobbed	smooth	white	edible
7229	flat	scaly	red	poisonous
7230	bell	smooth	gray	edible
7231	flat	scaly	brown	poisonous
7232	bell	smooth	brown	edible
7233	bell	smooth	gray	edible
7234	knobbed	smooth	brown	edible
7235	bell	smooth	gray	edible
7236	knobbed	smooth	brown	poisonous
7237	knobbed	scaly	brown	poisonous
7238	flat	smooth	brown	edible
7239	knobbed	smooth	red	poisonous
7240	flat	smooth	red	poisonous
7241	knobbed	smooth	brown	poisonous
7242	knobbed	smooth	brown	poisonous
7243	bell	smooth	brown	edible
7244	knobbed	fibrous	gray	edible
7245	bell	smooth	brown	edible
7246	knobbed	smooth	brown	poisonous
7247	knobbed	scaly	red	poisonous
7248	knobbed	scaly	red	poisonous
7249	knobbed	smooth	brown	poisonous
7250	flat	smooth	brown	edible
7251	knobbed	smooth	red	poisonous
7252	convex	smooth	brown	edible
7253	knobbed	smooth	brown	poisonous
7254	knobbed	smooth	white	edible
7255	knobbed	scaly	red	poisonous
7256	knobbed	scaly	brown	poisonous
7257	knobbed	fibrous	gray	edible
7258	flat	smooth	brown	poisonous
7259	convex	smooth	gray	edible
7260	knobbed	scaly	brown	poisonous
7261	flat	smooth	red	poisonous
7262	convex	fibrous	white	edible
7263	knobbed	scaly	brown	poisonous
7264	flat	scaly	brown	poisonous
7265	bell	fibrous	gray	edible
7266	knobbed	scaly	red	poisonous
7267	convex	scaly	red	poisonous
7268	knobbed	smooth	red	poisonous
7269	knobbed	fibrous	gray	edible
7270	knobbed	fibrous	white	edible
7271	knobbed	scaly	red	poisonous
7272	knobbed	smooth	gray	edible
7273	knobbed	smooth	brown	poisonous
7274	knobbed	scaly	brown	poisonous
7275	knobbed	smooth	white	edible
7276	knobbed	scaly	red	poisonous
7277	bell	smooth	white	edible
7278	knobbed	smooth	brown	poisonous
7279	convex	smooth	white	edible
7280	bell	smooth	brown	edible
7281	knobbed	smooth	brown	poisonous
7282	knobbed	scaly	red	poisonous
7283	convex	fibrous	white	edible
7284	convex	scaly	red	poisonous
7285	knobbed	smooth	red	poisonous
7286	knobbed	smooth	brown	poisonous
7287	knobbed	scaly	brown	poisonous
7288	knobbed	smooth	red	poisonous
7289	knobbed	smooth	brown	edible
7290	knobbed	scaly	brown	poisonous
7291	flat	scaly	brown	edible
7292	knobbed	smooth	gray	edible
7293	flat	scaly	red	poisonous
7294	knobbed	scaly	yellow	poisonous
7295	knobbed	scaly	red	poisonous
7296	knobbed	smooth	red	poisonous
7297	knobbed	scaly	red	poisonous
7298	bell	smooth	brown	edible
7299	convex	smooth	gray	edible
7300	knobbed	smooth	gray	edible
7301	flat	scaly	red	poisonous
7302	knobbed	smooth	red	poisonous
7303	knobbed	scaly	red	poisonous
7304	bell	fibrous	white	edible
7305	flat	smooth	brown	edible
7306	knobbed	smooth	brown	poisonous
7307	knobbed	smooth	red	poisonous
7308	convex	fibrous	white	edible
7309	knobbed	scaly	red	poisonous
7310	convex	fibrous	white	edible
7311	knobbed	scaly	red	poisonous
7312	knobbed	scaly	brown	poisonous
7313	convex	smooth	gray	edible
7314	convex	smooth	white	edible
7315	knobbed	scaly	brown	poisonous
7316	knobbed	smooth	brown	poisonous
7317	knobbed	smooth	red	poisonous
7318	bell	fibrous	white	edible
7319	flat	smooth	brown	poisonous
7320	knobbed	smooth	red	poisonous
7321	knobbed	smooth	brown	poisonous
7322	convex	scaly	brown	poisonous
7323	knobbed	scaly	brown	poisonous
7324	flat	smooth	brown	edible
7325	convex	scaly	red	poisonous
7326	flat	smooth	brown	edible
7327	bell	smooth	white	edible
7328	bell	smooth	gray	edible
7329	knobbed	scaly	red	poisonous
7330	knobbed	smooth	brown	poisonous
7331	knobbed	smooth	red	poisonous
7332	knobbed	smooth	red	poisonous
7333	bell	fibrous	white	edible
7334	knobbed	smooth	gray	edible
7335	flat	scaly	red	poisonous
7336	knobbed	scaly	brown	poisonous
7337	knobbed	scaly	brown	poisonous
7338	flat	smooth	red	poisonous
7339	convex	smooth	brown	poisonous
7340	knobbed	scaly	brown	poisonous
7341	knobbed	scaly	cinnamon	poisonous
7342	knobbed	scaly	brown	poisonous
7343	knobbed	smooth	white	edible
7344	flat	scaly	brown	poisonous
7345	bell	fibrous	gray	edible
7346	flat	smooth	red	poisonous
7347	knobbed	smooth	red	poisonous
7348	knobbed	smooth	gray	edible
7349	convex	smooth	gray	edible
7350	knobbed	smooth	red	poisonous
7351	knobbed	smooth	brown	edible
7352	flat	scaly	pink	edible
7353	bell	smooth	white	edible
7354	flat	scaly	brown	poisonous
7355	flat	smooth	red	poisonous
7356	knobbed	smooth	red	poisonous
7357	knobbed	fibrous	gray	edible
